bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-09-19T20:15:45Z,Летевший из Стамбула в Казань самолет вынужденно приземлился в Сочи,[],66078,"{'persons': [], 'organizations': [], 'locations': ['сочи', 'стамбул', 'казань']}",[],[],"['сочи', 'стамбул', 'казань']",[]
['Желтуха'],2025-10-25T21:18:31Z,"Бушующий у Кубы шторм «Мелисса» усилился до урагана первой категории, есть первые жертвы",[],16707,"{'persons': [], 'organizations': [], 'locations': ['куба']}",[],[],['куба'],['CUB']
[],2025-10-25T21:10:04Z,Литва снова закрыла КПП на границе с Белоруссией из-за «вторжения» метеозондов,['Политика'],40332,"{'persons': [], 'organizations': [], 'locations': ['белоруссия', 'литва']}",[],[],"['белоруссия', 'литва']","['BLR', 'LTU']"
['Политика'],2025-10-07T11:23:19Z,"Пашинян и Алиев в Дании обсуждали тему термина ""Зангезурский коридор""",['Политика'],54094,"{'persons': ['Алиев'], 'organizations': [], 'locations': ['дания']}",['Алиев'],[],['дания'],['DNK']
[],2025-10-07T11:20:43Z,В Калининградской области отметили отсутствие проблем с топливом на крупных АЗС,[],39623,"{'persons': [], 'organizations': [], 'locations': ['калининградская область']}",[],[],['калининградская область'],[]
[],2025-10-07T17:44:58Z,В Махачкале прошел рейд против заклеивания QR‑кодов для оплаты в маршрутках,[],90803,"{'persons': [], 'organizations': [], 'locations': ['махачкала']}",[],[],['махачкала'],[]
[],2025-09-29T04:54:40Z,"День Веры, Надежды, Любови и Софии 2025: красивые картинки и поздравления с праздником",[],24657,"{'persons': ['Надежда', 'Любовь', 'София'], 'organizations': [], 'locations': []}","['Надежда', 'Любовь', 'София']",[],[],[]
[],2025-09-12T08:00:44Z,Финальный ивент Московской недели моды 2025 от модного бренда «Vladislav Ananishnev»,[],11650,"{'persons': [], 'organizations': ['Vladislav Ananishnev'], 'locations': []}",[],['Vladislav Ananishnev'],[],[]
['Желтуха'],2025-09-05T10:49:00Z,Мэра поселения Тундрино Сергея Начинова из ХМАО поймали пьяным за рулем,[],12719,"{'persons': ['Сергей Начинов'], 'organizations': [], 'locations': ['хмао', 'тундрино']}",['Сергей Начинов'],[],"['хмао', 'тундрино']",[]
"['Трагическое', 'Политика', 'Конфликт']",2025-10-17T06:38:49Z,Повреждение электроподстанций в Крыму. Последствия ночной атаки украинских БПЛА,['Политический конфликт'],53074,"{'persons': [], 'organizations': [], 'locations': ['крым']}",[],[],['крым'],[]
[],2025-09-07T19:59:39Z,"Эрлинг Холанд получил травму, столкнувшись с дверью автобуса",['Спорт'],73265,"{'persons': ['Эрлинг Холанд'], 'organizations': [], 'locations': []}",['Эрлинг Холанд'],[],[],[]
"['Желтуха', 'Политика']",2025-09-07T19:59:36Z,Депутат Дубинский усомнился в умственных способностях Зеленского,['Политический конфликт'],38276,"{'persons': ['Зеленский', 'Дубинский'], 'organizations': [], 'locations': []}","['Зеленский', 'Дубинский']",[],[],[]
"['Трагическое', 'Конфликт']",2025-09-13T03:31:27Z,"ТАСС: под Сумы перебросили батальон беспилотных систем ""Сапсан"" ВСУ",['Политический конфликт'],78361,"{'persons': [], 'organizations': ['ВСУ', 'ТАСС'], 'locations': ['сумы']}",[],"['ВСУ', 'ТАСС']",['сумы'],[]
"['Трагическое', 'Конфликт']",2025-09-13T03:30:48Z,ТАСС: ВС РФ расширили зону безопасности у границы на харьковском направлении,['Политический конфликт'],31566,"{'persons': [], 'organizations': ['ВС', 'ТАСС'], 'locations': ['рф']}",[],"['ВС', 'ТАСС']",['рф'],['RUS']
[],2025-09-13T03:27:20Z,В Курганской области открылись избирательные участки,[],6082,"{'persons': [], 'organizations': [], 'locations': ['курганская область']}",[],[],['курганская область'],[]
['Желтуха'],2025-10-10T08:19:01Z,Россиян предупредили об опасных свойствах привычных комнатных растений,[],23962,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Желтуха']",2025-09-28T12:30:20Z,"Похороны Тиграна Кеосаяна. ""Чёрное лицо"" Эрнста и улыбка Бондарчука",[],93977,"{'persons': ['Тигран Кеосаян', 'Бондарчук', 'Эрнст'], 'organizations': [], 'locations': []}","['Тигран Кеосаян', 'Бондарчук', 'Эрнст']",[],[],[]
[],2025-10-24T13:05:00Z,На фоне снижения производства вагонов в России Тверская область остаётся центром инвестиций,['Экономика'],6547,"{'persons': [], 'organizations': [], 'locations': ['россия', 'тверская область']}",[],[],"['россия', 'тверская область']",['RUS']
[],2025-09-19T12:09:11Z,Нижегородский музей-заповедник открыл в Минске выставку о русской усадьбе,['Искусство'],90862,"{'persons': [], 'organizations': ['Нижегородский музей-заповедник'], 'locations': ['минск']}",[],['Нижегородский музей-заповедник'],['минск'],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-09-15T03:04:00Z,Посольство отвергло протест Румынии из-за якобы российского дрона,['Политика'],45186,"{'persons': [], 'organizations': [], 'locations': ['румыния']}",[],[],['румыния'],['ROU']
['Политика'],2025-09-29T13:45:53Z,Юрий Зайцев объявил о льготах на белорусскую спецтехнику в Марий Эл,[],34078,"{'persons': ['Юрий Зайцев'], 'organizations': [], 'locations': ['марий эл']}",['Юрий Зайцев'],[],['марий эл'],[]
"['Политика', 'Конфликт']",2025-09-29T13:42:00Z,Зеленский назвал разговоры Путина и Лукашенко беседами пожилых людей,['Политика'],10263,"{'persons': ['Путин', 'Лукашенко'], 'organizations': [], 'locations': []}","['Путин', 'Лукашенко']",[],[],[]
[],2025-09-29T13:41:56Z,"Выставка ""Освободители Европы"" стартовала в Нальчике",[],95470,"{'persons': [], 'organizations': [], 'locations': ['нальчик']}",[],[],['нальчик'],[]
"['Политика', 'Конфликт']",2025-10-09T04:09:17Z,Переговоры в тупике? В Совфеде оценили шансы продолжить диалог по Украине,['Политический конфликт'],67819,"{'persons': [], 'organizations': ['Совфедя'], 'locations': ['украина']}",[],['Совфедя'],['украина'],['UKR']
[],2025-10-12T08:22:43Z,Волгоградцы требуют не делать из школы режимный объект,[],89084,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-09T09:44:13Z,На Урале вырос спрос на покупку объектов культурного наследия,[],61203,"{'persons': [], 'organizations': [], 'locations': ['урал']}",[],[],['урал'],[]
[],2025-09-30T11:31:07Z,"На реализацию жилищных программ в Тюменской области направят 4,1 миллиарда",[],6455,"{'persons': [], 'organizations': [], 'locations': ['тюменская область']}",[],[],['тюменская область'],[]
"['Желтуха', 'Политика']",2025-09-22T20:53:42Z,Аэропорт Копенгагена закрыли якобы из-за появившихся беспилотников,[],37512,"{'persons': [], 'organizations': ['Аэропорт'], 'locations': ['копенгаген']}",[],['Аэропорт'],['копенгаген'],[]
['Желтуха'],2025-10-18T19:58:00Z,Трамп показал видео уничтожения ВС США подводной лодки наркокартеля,[],22701,"{'persons': [], 'organizations': ['ВС'], 'locations': ['сша']}",[],['ВС'],['сша'],['USA']
"['Политика', 'Конфликт']",2025-10-22T21:38:30Z,"Трамп заверил, что не давал разрешения на удары вглубь РФ ракетами США","['Политика', 'Политический конфликт']",48606,"{'persons': ['Трамп'], 'organizations': [], 'locations': ['рф', 'сша']}",['Трамп'],[],"['рф', 'сша']","['USA', 'RUS']"
"['Желтуха', 'Политика', 'Конфликт']",2025-10-16T14:02:05Z,Липовой: ВСУ при поддержке Британии могут ударить по портам России,"['Политика', 'Политический конфликт']",25719,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['британия', 'россия']}",[],['ВСУ'],"['британия', 'россия']","['GBR', 'RUS']"
"['Желтуха', 'Политика', 'Конфликт']",2025-10-26T22:59:52Z,Зеленский: у Украины возникли проблемы с производством ракет «Фламинго»,['Политический конфликт'],5090,"{'persons': [], 'organizations': [], 'locations': ['украина']}",[],[],['украина'],['UKR']
[],2025-10-14T09:32:00Z,Восемь тонн ворованного дизеля продал сотрудник транспортной компании из ХМАО,[],5019,"{'persons': [], 'organizations': [], 'locations': ['хмао']}",[],[],['хмао'],[]
"['Трагическое', 'Конфликт']",2025-10-31T04:20:00Z,Силы ПВО уничтожили восемь беспилотников ВСУ в Тульской области,['Политический конфликт'],12524,"{'persons': [], 'organizations': ['ВСУ'], 'locations': ['тульская область']}",[],['ВСУ'],['тульская область'],[]
[],2025-10-10T01:02:58Z,Шаверма победила в гастрономическом рейтинге поездов «Аврора»,['Еда'],44220,"{'persons': ['Шаверма'], 'organizations': ['Аврора'], 'locations': []}",['Шаверма'],['Аврора'],[],[]
[],2025-09-17T03:27:50Z,Суд в Москве конфисковал у судьи три квартиры и 17 участков земли,[],39772,"{'persons': [], 'organizations': [], 'locations': ['москва']}",[],[],['москва'],[]
[],2025-09-01T02:00:00Z,В Хабаровском крае полицейские изъяли осетра и черную икру у амурчанина,[],8595,"{'persons': [], 'organizations': [], 'locations': ['хабаровский край']}",[],[],['хабаровский край'],[]
"['Трагическое', 'Конфликт']",2025-09-30T03:08:34Z,В Ростовской области отражена атака БПЛА,['Политический конфликт'],61759,"{'persons': [], 'organizations': [], 'locations': ['ростовская область']}",[],[],['ростовская область'],[]
['Желтуха'],2025-10-03T10:23:00Z,Актера сериала «Склифосовскй» Левду осудили на три года за избиение матери,[],40482,"{'persons': ['Левду'], 'organizations': ['Склифосовскй'], 'locations': []}",['Левду'],['Склифосовскй'],[],[]
['Желтуха'],2025-10-29T05:56:00Z,Придется уничтожить весь урожай: ядовитый сорняк угрожает полям Ростовской области,[],20650,"{'persons': [], 'organizations': [], 'locations': ['ростовская область']}",[],[],['ростовская область'],[]
[],2025-09-29T07:02:28Z,Жительница Волгограда не поддалась на уловки телефонных аферистов и спасла 70 тысяч рублей,[],56296,"{'persons': [], 'organizations': [], 'locations': ['волгоград']}",[],[],['волгоград'],[]
"['Трагическое', 'Политика', 'Конфликт']",2025-10-04T20:25:25Z,"Пушилин: При атаке БПЛА в Макеевке погибла женщина, ещё два человека пострадали",['Политический конфликт'],10768,"{'persons': [], 'organizations': [], 'locations': ['макеевка']}",[],[],['макеевка'],[]
"['Политика', 'Конфликт']",2025-09-21T09:35:00Z,День 1305-й. Главное к 21 сентября,['Политический конфликт'],51129,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Трагическое'],2025-09-26T04:08:50Z,"Интерпол установил личность россиянки, найденной мёртвой 20 лет назад в Испании",[],11294,"{'persons': [], 'organizations': ['Интерпол'], 'locations': ['испания']}",[],['Интерпол'],['испания'],['ESP']
"['Трагическое', 'Желтуха', 'Конфликт']",2025-09-26T04:06:08Z,Бывший командир бригады ВСУ Рюмшин рассказал о причинах массового дезертирства,['Политический конфликт'],35693,"{'persons': ['Рюмшин'], 'organizations': ['ВСУ'], 'locations': []}",['Рюмшин'],['ВСУ'],[],[]
[],2025-10-22T06:54:32Z,АвтоВАЗ вернёт пятидневку после Нового года: завод готовится к росту производства,[],28515,"{'persons': [], 'organizations': ['АвтоВАЗ'], 'locations': []}",[],['АвтоВАЗ'],[],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-09-24T08:33:22.589000Z,В Одессу прибыл десант НАТО. Купянск взят в полукольцо. Тревожные вести приходят из Ставок: Сводка СВО на 24 сентября,['Политический конфликт'],60238,"{'persons': [], 'organizations': ['Ставки', 'НАТО'], 'locations': ['одесса']}",[],"['Ставки', 'НАТО']",['одесса'],[]
[],2025-10-27T09:39:00Z,«Важно для каждой семьи». Андрей Воробьев — о модернизации теплоснабжения в Подмосковье,[],99483,"{'persons': ['Андрей Воробьев'], 'organizations': [], 'locations': ['подмосковье']}",['Андрей Воробьев'],[],['подмосковье'],[]
[],2025-10-04T13:13:32Z,На МКАД восстановили движение после ДТП,[],67324,"{'persons': [], 'organizations': [], 'locations': ['мкад']}",[],[],['мкад'],[]
[],2025-10-23T04:53:20Z,"Amazon показал умные очки Amelia для водителей: камера, дисплей и ИИ помогут доставлять посылки без рук",['Гаджеты и IT'],60238,"{'persons': [], 'organizations': ['Amazon'], 'locations': []}",[],['Amazon'],[],[]
[],2025-09-02T13:17:20Z,Средняя выплата по ОСАГО в России установила новый рекорд,[],93468,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
['Политика'],2025-09-16T04:20:04Z,"Politico: ЕС конфисковал более 2,4 тыс. контейнеров с товарами из КНР в Греции",['Политика'],10882,"{'persons': [], 'organizations': ['Politico'], 'locations': ['греция', 'ес', 'кнр']}",[],['Politico'],"['греция', 'ес', 'кнр']","['GRC', 'CHN']"
"['Политика', 'Конфликт']",2025-09-16T04:15:36Z,Рябков: позиция Трампа по урегулированию на Украине идет от здравого смысла,['Политика'],11609,"{'persons': ['Трамп'], 'organizations': [], 'locations': ['украина']}",['Трамп'],[],['украина'],['UKR']
[],2025-09-16T04:12:48Z,В ФСИН в связи с делом Врублевского поступило более 40 анонимок с угрозами,[],27771,"{'persons': ['Врублевский'], 'organizations': ['ФСИН'], 'locations': []}",['Врублевский'],['ФСИН'],[],[]
[],2025-09-16T04:11:52Z,"""Росизо"" представит выставку о личности Сергея Эйзенштейна",['Искусство'],39873,"{'persons': ['Сергей Эйзенштейн'], 'organizations': ['Росизо'], 'locations': []}",['Сергей Эйзенштейн'],['Росизо'],[],[]
"['Желтуха', 'Политика']",2025-09-12T13:03:33Z,Эксперт Камкин: Будапешт не пустит Украину в ЕС для защиты закарпатских венгров,['Политика'],32169,"{'persons': ['Камкин'], 'organizations': [], 'locations': ['украина', 'ес', 'будапешт']}",['Камкин'],[],"['украина', 'ес', 'будапешт']",['UKR']
"['Желтуха', 'Политика']",2025-09-12T12:56:16Z,"Орбан указал место, куда катится Евросоюз с фон дер Ляйен",['Политика'],66740,"{'persons': ['Орбан', 'фон дер Ляйен'], 'organizations': [], 'locations': ['евросоюз']}","['Орбан', 'фон дер Ляйен']",[],['евросоюз'],[]
"['Желтуха', 'Политика', 'Конфликт', 'Мигранты']",2025-09-12T12:53:16Z,"""Терпение иссякает"": Трамп неожиданно резко высказался о Путине","['Политика', 'Политический конфликт']",88594,"{'persons': ['Трамп', 'Путин'], 'organizations': [], 'locations': []}","['Трамп', 'Путин']",[],[],[]
['Желтуха'],2025-09-12T12:45:35Z,Известная порномодель ушла из бизнеса для взрослых и переключилась на коров,[],40595,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Желтуха'],2025-10-09T10:16:00Z,Футболист сломал шею во время матча в Китае,['Спорт'],22205,"{'persons': [], 'organizations': [], 'locations': ['китай']}",[],[],['китай'],['CHN']
[],2025-10-10T11:04:00Z,Землетрясение у Филиппин: фото последствий,[],6384,"{'persons': [], 'organizations': [], 'locations': ['филиппины']}",[],[],['филиппины'],['PHL']
['Политика'],2025-10-06T13:41:16Z,Венесуэла предупредила США об угрозе провокации в американском посольстве,['Политика'],18553,"{'persons': [], 'organizations': [], 'locations': ['сша', 'венесуэла']}",[],[],"['сша', 'венесуэла']","['USA', 'VEN']"
"['Трагическое', 'Желтуха', 'Конфликт']",2025-09-08T10:14:00Z,Боец ВС РФ четыре дня выкапывался из блиндажа ВСУ,['Политический конфликт'],5658,"{'persons': [], 'organizations': ['ВС', 'ВСУ'], 'locations': ['рф']}",[],"['ВС', 'ВСУ']",['рф'],['RUS']
[],2025-10-02T07:02:00Z,В России продажи смартфонов сократились на четверть,['Гаджеты и IT'],70130,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
['Политика'],2025-09-18T08:56:51Z,В США сообщили о покупке Россией у Турции зенитных ракетных комплексов С-400,['Политика'],51248,"{'persons': [], 'organizations': [], 'locations': ['сша', 'россия', 'турция']}",[],[],"['сша', 'россия', 'турция']","['USA', 'RUS', 'TUR']"
['Желтуха'],2025-10-08T00:00:45Z,"""Стояла и рыдала"": Самойлова высказалась после подлого поступка Собчак в Париже",[],1906,"{'persons': ['Собчак', 'Самойлова'], 'organizations': [], 'locations': ['париж']}","['Собчак', 'Самойлова']",[],['париж'],[]
[],2025-09-25T21:06:58Z,В ДНР стартует I Донецкий международный кинофестиваль,[],19074,"{'persons': [], 'organizations': [], 'locations': ['днр']}",[],[],['днр'],[]
[],2025-09-25T21:06:43Z,"Автовладельцы за лето оформили на 20% больше полисов КАСКО, чем в 2024 году",[],51229,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Желтуха']",2025-10-22T07:46:52Z,RT: криминальная версия исчезновения семьи Усольцевых не рассматривается,[],12419,"{'persons': ['Усольцевых'], 'organizations': ['RT'], 'locations': []}",['Усольцевых'],['RT'],[],[]
['Желтуха'],2025-09-19T13:05:20Z,В США назвали лауреатов Шнобелевской премии,[],22514,"{'persons': [], 'organizations': [], 'locations': ['сша']}",[],[],['сша'],['USA']
"['Желтуха', 'Политика', 'Конфликт']",2025-10-12T10:16:46Z,Песков: настал драматичный момент в украинском урегулировании,"['Политика', 'Политический конфликт']",4855,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-27T09:00:00Z,В МАХ зарегистрировались 50 млн пользователей,[],41987,"{'persons': [], 'organizations': ['МАХ'], 'locations': []}",[],['МАХ'],[],[]
[],2025-10-16T14:00:58Z,Британские ученые выявили биологическую природу шизофрении,['Наука и природа'],87282,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-04T07:27:00Z,Tesla открыла доступ к приложению для заказа роботакси,['Гаджеты и IT'],36623,"{'persons': [], 'organizations': ['Tesla'], 'locations': []}",[],['Tesla'],[],[]
"['Трагическое', 'Политика', 'Конфликт']",2025-09-23T12:34:23Z,Минобороны рассказало о целях наступления после взятия Купянска,['Политический конфликт'],27875,"{'persons': [], 'organizations': ['Минобороны'], 'locations': ['купянск']}",[],['Минобороны'],['купянск'],[]
[],2025-09-19T11:58:00Z,"AOC выпустила 26,5"" игровой QD-OLED-монитор Agon Pro AG276QKD2 с разрешением 2K и частотой 500 Гц","['Гейминг', 'Гаджеты и IT']",85336,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Конфликт']",2025-10-05T11:03:33Z,Минобороны: ВС РФ уничтожили РСЗО Himars в Харьковской области,['Политический конфликт'],98247,"{'persons': [], 'organizations': ['ВС', 'Минобороны'], 'locations': ['рф', 'харьковская область']}",[],"['ВС', 'Минобороны']","['рф', 'харьковская область']",['RUS']
"['Желтуха', 'Политика', 'Конфликт']",2025-09-22T16:00:59Z,"Стало известно, кто может организовать переворот на Украине","['Политика', 'Политический конфликт']",23254,"{'persons': [], 'organizations': [], 'locations': ['украина']}",[],[],['украина'],['UKR']
['Желтуха'],2025-10-30T07:15:00Z,"«Я зарабатываю деньги на своем имени». Чемпионка Олимпиады Тиманина о серфинге, «Титанах», слухах и светской жизни",[],19663,"{'persons': ['Тиманина'], 'organizations': [], 'locations': []}",['Тиманина'],[],[],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-10-09T12:25:17Z,Удар по военному эшелону под Бахмачем: власти Украины пытаются скрыть последствия,['Политический конфликт'],59526,"{'persons': [], 'organizations': [], 'locations': ['украина', 'бахмач']}",[],[],"['украина', 'бахмач']",['UKR']
[],2025-09-25T06:22:00Z,Пензенская полиция разыскивает свидетелей ДТП с участием ребенка на ул Гагарина,[],24139,"{'persons': [], 'organizations': [], 'locations': ['гагарин', 'пензенская']}",[],[],"['гагарин', 'пензенская']",[]
[],2025-09-27T09:50:00Z,РИА: Экс-глава Краснодарского крайсуда оформлял имущество на родственников,[],11634,"{'persons': [], 'organizations': ['РИА', 'Краснодарский крайсуда'], 'locations': []}",[],"['РИА', 'Краснодарский крайсуда']",[],[]
['Конфликт'],2025-09-09T19:14:08Z,В Тульской области объявили опасность атаки БПЛА,[],31263,"{'persons': [], 'organizations': [], 'locations': ['тульская область']}",[],[],['тульская область'],[]
"['Трагическое', 'Конфликт']",2025-09-09T19:13:57Z,В Брянской области при атаке дрона-камикадзе пострадала мирная жительница,['Политический конфликт'],33559,"{'persons': [], 'organizations': [], 'locations': ['брянская область']}",[],[],['брянская область'],[]
['Политика'],2025-09-09T19:11:43Z,Катар возлагает на Израиль ответственность за последствия атаки,['Политика'],86176,"{'persons': [], 'organizations': [], 'locations': ['израиль', 'катар']}",[],[],"['израиль', 'катар']","['QAT', 'ISR']"
[],2025-09-27T07:04:10Z,Эксперт Фомина рассказала о трудностях обучения в перегруженных школьных классах,[],88823,"{'persons': ['Фомина'], 'organizations': [], 'locations': []}",['Фомина'],[],[],[]
['Политика'],2025-09-27T07:01:41Z,Миронов предложил повысить зарплату дошкольных педагогов до 100 тыс. рублей,[],96527,"{'persons': ['Миронов'], 'organizations': [], 'locations': []}",['Миронов'],[],[],[]
"['Трагическое', 'Насилие', 'Мигранты']",2025-10-07T06:36:12Z,"В Новосибирске будут судить мужчину, который убил и расчленил знакомую",[],92082,"{'persons': [], 'organizations': [], 'locations': ['новосибирск']}",[],[],['новосибирск'],[]
[],2025-09-18T10:56:00Z,Земля для туризма: как в Марий Эл развивают инфраструктуру через инвестиционные участки,[],17565,"{'persons': [], 'organizations': [], 'locations': ['марий эл']}",[],[],['марий эл'],[]
[],2025-09-18T10:54:30Z,"Бюро находок: забытые в поездах ласты, сено и зубные протезы вернули новосибирцам",[],44358,"{'persons': [], 'organizations': ['Бюро находок'], 'locations': []}",[],['Бюро находок'],[],[]
['Желтуха'],2025-09-25T04:44:45Z,RT: напавшего с ножом на работников поликлиники в Иркутске признали невменяемым,[],11798,"{'persons': [], 'organizations': ['RT'], 'locations': ['иркутск']}",[],['RT'],['иркутск'],[]
['Политика'],2025-09-03T19:41:37Z,Экономическая активность в США практически не изменилась в июле-августе,['Экономика'],77067,"{'persons': [], 'organizations': [], 'locations': ['сша']}",[],[],['сша'],['USA']
['Трагическое'],2025-10-03T04:22:12Z,Уголовное дело возбудили после смерти рабочего на пожаре в Чурилово,[],45872,"{'persons': [], 'organizations': [], 'locations': ['чурилово']}",[],[],['чурилово'],[]
"['Трагическое', 'Желтуха', 'Политика']",2025-09-02T12:29:00Z,"СМИ узнали, за что мог мстить властям предполагаемый убийца Парубия",['Политический конфликт'],76694,"{'persons': ['Парубий'], 'organizations': ['СМИ'], 'locations': []}",['Парубий'],['СМИ'],[],[]
"['Трагическое', 'Желтуха']",2025-10-17T10:34:09Z,Скончался певец и башкирский общественник Ринат Баимов,[],53362,"{'persons': ['Ринат Баимов'], 'organizations': [], 'locations': []}",['Ринат Баимов'],[],[],[]
[],2025-09-16T09:42:06Z,"В Челябинске начали включать отопление в детсадах, больницах, школах",[],75356,"{'persons': [], 'organizations': [], 'locations': ['челябинск']}",[],[],['челябинск'],[]
"['Политика', 'Конфликт']",2025-10-07T19:00:00Z,"Российские военные продолжат наступление в ходе СВО, заявил Герасимов",['Политический конфликт'],87854,"{'persons': ['Герасимов'], 'organizations': [], 'locations': []}",['Герасимов'],[],[],[]
['Политика'],2025-09-28T10:00:07Z,"""Бельцы 24"": в Британии наблюдателям на выборах в Молдавии ограничили место",[],38864,"{'persons': [], 'organizations': [], 'locations': ['британия', 'молдавия']}",[],[],"['британия', 'молдавия']",['GBR']
"['Политика', 'Конфликт']",2025-10-30T05:05:00Z,Минобороны заявило о нейтрализации за ночь 170 БПЛА,['Политический конфликт'],1235,"{'persons': [], 'organizations': ['Минобороны'], 'locations': []}",[],['Минобороны'],[],[]
['Политика'],2025-10-30T05:03:00Z,"Трамп заявил, что они договорились с Си Цзиньпином по многим вопросам",['Политика'],79254,"{'persons': ['Трамп', 'Си Цзиньпин'], 'organizations': [], 'locations': []}","['Трамп', 'Си Цзиньпин']",[],[],[]
['Политика'],2025-09-01T09:00:49Z,В России высказались об отношениях с Азербайджаном,['Политика'],24660,"{'persons': [], 'organizations': [], 'locations': ['азербайджан', 'россия']}",[],[],"['азербайджан', 'россия']","['RUS', 'AZE']"
['Желтуха'],2025-09-02T10:34:31Z,Начальника склада придавило насмерть упавшим «Мерседесом»,[],12829,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-10-30T20:00:12Z,"Боуз: Зеленский — неизбранный диктатор, выведший миллионы долларов в офшоры","['Политика', 'Политический конфликт']",17113,"{'persons': ['Зеленский'], 'organizations': [], 'locations': []}",['Зеленский'],[],[],[]
['Желтуха'],2025-09-26T13:40:13Z,"Miu Miu столкнулся с критикой качества одежды после роликов ""самого стильного парня TikTok""",[],63450,"{'persons': [], 'organizations': ['Miu Miu'], 'locations': []}",[],['Miu Miu'],[],[]
['Политика'],2025-10-23T16:15:22Z,Полномочия в сфере внешней трудовой миграции передадут в МВД,['Политика'],38739,"{'persons': [], 'organizations': ['МВД'], 'locations': []}",[],['МВД'],[],[]
['Политика'],2025-10-23T16:16:16Z,Путин поддержал идею создать мемориал погибшим морякам,['Политика'],83948,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Желтуха'],2025-09-13T08:33:00Z,Газировка с привкусом кишечной палочки? Что живет на крышке жестяной банки,[],3706,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Политика', 'Конфликт']",2025-09-13T08:30:00Z,Бойцы ВС РФ отрабатывают свои навыки до автоматизма. Лучшее видео из зоны СВО,['Политический конфликт'],75347,"{'persons': [], 'organizations': ['ВС', 'СВО'], 'locations': ['рф']}",[],"['ВС', 'СВО']",['рф'],['RUS']
['Политика'],2025-09-30T22:19:45Z,Россия возглавила Совбез ООН,['Политика'],89218,"{'persons': [], 'organizations': ['ООН', 'Совбез'], 'locations': ['россия']}",[],"['ООН', 'Совбез']",['россия'],['RUS']
['Политика'],2025-10-20T12:15:20Z,В Конгресс США внесён законопроект о ежегодной премии мира имени Трампа,['Политика'],30284,"{'persons': ['Трамп'], 'organizations': ['Конгресс'], 'locations': ['сша']}",['Трамп'],['Конгресс'],['сша'],['USA']
"['Трагическое', 'Конфликт']",2025-09-02T20:08:02Z,"300 ""Гераней"" вошли в воздушное пространство Украины",['Политический конфликт'],29857,"{'persons': [], 'organizations': [], 'locations': ['украина']}",[],[],['украина'],['UKR']
[],2025-09-26T22:16:33Z,Работники предприятия в Ревде получили ожоги из-за утечки раскаленного металла,[],8450,"{'persons': [], 'organizations': [], 'locations': ['ревде']}",[],[],['ревде'],[]
[],2025-09-07T07:36:23Z,Дождливая погода придет в Новосибирскую область в период с 8 по 12 сентября,[],37696,"{'persons': [], 'organizations': [], 'locations': ['новосибирская область']}",[],[],['новосибирская область'],[]
['Политика'],2025-10-16T12:59:00Z,В Минфине Татарстана отреагировали на предложение сделать платным ОМС,"['Экономика', 'Политика']",48473,"{'persons': [], 'organizations': ['Минфин'], 'locations': ['татарстан']}",[],['Минфин'],['татарстан'],[]
['Политика'],2025-10-16T12:55:42Z,В Госдуме выразили несогласие с мнением об отсутствии «радикальных изменений» в социальной сфере,['Политика'],57481,"{'persons': [], 'organizations': ['Госдума'], 'locations': []}",[],['Госдума'],[],[]
['Конфликт'],2025-09-02T14:24:47Z,На Ямале психологи начали обучение для поддержки семей участников СВО,[],31902,"{'persons': [], 'organizations': [], 'locations': ['ямал']}",[],[],['ямал'],[]
['Политика'],2025-09-02T14:23:07Z,На «Уральских локомотивах» начали производство первого высокоскоростного поезда,[],77273,"{'persons': [], 'organizations': ['Уральские локомотивы'], 'locations': []}",[],['Уральские локомотивы'],[],[]
"['Трагическое', 'Желтуха', 'Мигранты']",2025-09-30T11:47:37Z,Невидимый убийца. Четверо детей и мать задохнулись газом в собственном доме,[],3947,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Политика'],2025-09-11T16:14:58Z,В РСТ заявили о важности открытия аэропорта Краснодара,[],67605,"{'persons': [], 'organizations': ['РСТ'], 'locations': ['краснодар']}",[],['РСТ'],['краснодар'],[]
